title,popularity,vote_count,vote_average,genre,release_year
Song of the South,14.261,207,6.5,"Family, Music",1946
Disney Princess Enchanted Tales: Follow Your Dreams,14.26,82,6.5,"Animation, Family, Fantasy",2007
Roujin Z,14.258,66,6.4,"Animation, Drama, Science Fiction",1991
Age of Dinosaurs,14.256,69,4.1,"Action, Science Fiction",2013
Raped by an Angel,14.255,13,4.7,"Thriller, Crime",1993
Force 10 From Navarone,14.255,214,6.3,"Drama, Adventure, War",1978
Fullmetal Alchemist,14.254,423,5.3,"Action, Fantasy, Science Fiction",2017
Tom and Jerry: Back to Oz,14.254,35,5.6,"Family, Animation, Fantasy, Comedy",2016
Joseph and Mary,14.253,6,5,Drama,2016
Candyman: Day of the Dead,14.253,156,4.7,"Horror, Thriller",1999
Onibaba,14.253,255,7.8,"Horror, Drama",1964
Elevator to the Gallows,14.251,403,7.6,"Crime, Drama, Thriller",1958
Sweet Family,14.249,100,7.7,Comedy,2019
Victim of Desire,14.248,7,4.4,"Crime, Drama, Thriller",1995
The Invisible,14.247,426,6.3,"Fantasy, Thriller",2007
Calibre,14.245,491,6.5,"Horror, Thriller",2018
Total Eclipse,14.245,402,6.5,"Romance, Drama",1995
D.A.R.Y.L.,14.245,221,6.3,"Family, Science Fiction",1985
Super Crazy,14.243,147,6.5,Comedy,2018
Sympathy for Mr. Vengeance,14.243,1003,7.5,"Action, Drama, Thriller",2002
The Apparition,14.242,341,4.4,"Horror, Thriller",2012
If Only,14.242,441,6.9,"Fantasy, Drama, Romance",2004
Urban Legend,14.24,983,5.7,"Horror, Thriller",1998
Revenge of the Pink Panther,14.24,306,6.6,"Action, Comedy, Crime, Thriller",1978
Star Trek: Generations,14.24,1001,6.5,"Science Fiction, Action, Adventure, Thriller",1994
Late Spring,14.237,267,8.1,Drama,1949
Salt and Fire,14.234,63,4.8,"Drama, Thriller",2016
Tramps,14.232,182,6.1,"Comedy, Romance",2016
Urge,14.231,188,4.3,"Thriller, Mystery",2016
The Cannonball Run,14.231,457,6.1,"Action, Comedy",1981
Inazuma Eleven Go vs. Danball Senki W,14.228,4,6.5,"Action, Adventure, Animation, Science Fiction",2012
The Cure,14.228,235,7.9,"Drama, Family",1995
Rise of the Legend,14.226,125,6.2,"Action, Drama",2014
The Immigrant,14.224,669,6.3,"Drama, Romance",2013
The Marine 6: Close Quarters,14.222,123,6.9,Action,2018
Moon Crash,14.221,2,3.5,Science Fiction,2022
Miss Violence,14.221,324,7.1,Drama,2013
Incarnate,14.22,460,5.4,"Horror, Thriller",2016
Sanjuro,14.22,408,8,"Drama, Action, Comedy",1962
Air Bud,14.219,359,5.5,"Comedy, Family",1997
Breaking Boundaries: The Science of Our Planet,14.218,34,7.5,Documentary,2021
"My Brother, My Sister",14.218,77,6.6,Drama,2021
Open Grave,14.218,571,6,"Horror, Thriller, Mystery",2013
Gone,14.218,961,6.2,Thriller,2012
Kicking & Screaming,14.217,495,5.8,"Family, Comedy",2005
Born in China,14.215,136,7.3,Documentary,2016
Ivan Vasilyevich Changes His Profession,14.215,244,8,"Comedy, Science Fiction",1973
Inspector Clouseau,14.213,49,5.3,"Comedy, Crime",1968
The Cassandra Crossing,14.211,143,6.2,"Action, Thriller",1976
The Beastmaster,14.21,285,6.4,"Fantasy, Adventure, Action",1982
One Million Years B.C.,14.208,145,6.1,"Adventure, Fantasy",1966
The Wailer 2,14.206,24,6.7,Horror,2007
Last Night,14.206,625,6.1,"Drama, Romance",2010
Marked for Death,14.206,375,6,"Action, Crime",1990
Anatomy of Hell,14.206,83,4.8,Drama,2004
Marvin's Room,14.205,487,6.7,Drama,1996
"Merry Christmas, Mr. Lawrence",14.203,313,7.4,"Drama, History, War",1983
The Silence of the Sky,14.201,59,6.4,"Drama, Thriller",2016
The Collector,14.201,140,7.4,"Drama, Thriller",1965
1941,14.201,444,5.8,"Action, Comedy, War",1979
The Killing,14.201,1094,7.7,"Crime, Drama, Thriller",1956
The Land Before Time V: The Mysterious Island,14.2,265,6.1,"Animation, Family, Adventure",1997
Friday After Next,14.198,305,6.2,Comedy,2002
Danton,14.197,120,6.8,"Drama, History",1983
Isi & Ossi,14.196,740,7,"Romance, Comedy",2020
Return to Oz,14.196,628,6.6,"Adventure, Family, Fantasy",1985
The Letters,14.194,22,5.8,Drama,2015
The Grapes of Wrath,14.192,700,7.9,Drama,1940
Haikyuu!! Movie 4: Battle of Concepts,14.19,13,8.3,"Animation, Comedy, Drama",2017
Duplex,14.19,1407,6.1,Comedy,2003
Om Shanti Om,14.189,243,7,"Comedy, Drama, Romance",2007
The Yin Yang Master,14.188,41,6.8,"Action, Adventure, Drama, Fantasy, Romance",2021
American Psycho II: All American Girl,14.187,273,4.5,"Horror, Thriller",2002
Ikiru,14.186,760,8.4,Drama,1952
The Guard,14.185,881,7,"Action, Comedy, Thriller, Crime",2011
Rolling to You,14.184,645,6.6,"Comedy, Romance",2018
Pokémon: The Mastermind of Mirage Pokémon,14.184,42,6.7,"Animation, Action, Adventure",2006
Buffaloed,14.182,162,6.9,"Comedy, Drama, Romance",2020
Affliction,14.18,188,6.4,"Drama, Mystery, Thriller",1998
Vixen: The Movie,14.176,87,7,"Action, Animation",2017
Chasing Liberty,14.176,516,6.2,"Comedy, Romance",2004
Cat Ballou,14.175,177,6.5,"Comedy, Romance, Western",1965
Baskin,14.174,215,5.8,"Fantasy, Horror, Science Fiction",2015
Anne of Green Gables: The Sequel,14.173,93,8,"Drama, Romance, Family",1987
The Last Mimzy,14.169,375,6.3,"Drama, Science Fiction, Adventure",2007
A Mermaid's Tale,14.168,37,5.4,Family,2017
Melody Time,14.168,202,6.2,"Music, Family, Animation, Comedy",1948
Someone Like You...,14.168,297,5.9,"Comedy, Romance",2001
Knife in the Water,14.168,283,7.2,Drama,1962
The Wild Bunch,14.168,859,7.7,"Adventure, Western",1969
Wakefield,14.167,325,6.1,Drama,2017
Raw Justice,14.167,21,4.5,"Thriller, Action",1994
Untamed Heart,14.167,161,6.8,"Comedy, Drama, Romance",1993
The Emperor's Club,14.167,295,7,"Drama, Romance",2002
Pulse,14.167,393,5,"Horror, Thriller",2006
Don't Say a Word,14.166,703,6.2,Thriller,2001
Nameless Gangster,14.163,117,6.9,"Crime, Thriller",2012
Meteor Moon,14.162,9,2.6,"Adventure, Science Fiction",2020
Butterfly on a Wheel,14.162,395,6.4,"Crime, Drama, Thriller",2007
Cop Out,14.159,1213,5.6,"Action, Comedy, Crime",2010
Picture This,14.158,256,5.7,Comedy,2008
Have a Good Trip: Adventures in Psychedelics,14.157,122,6.8,Documentary,2020
Wuthering Heights,14.157,182,5.9,"Drama, Romance",2011
The Glass House,14.157,750,5.9,"Drama, Thriller",2001
Chucky's Vacation Slides,14.155,7,6.3,"Comedy, Horror",2005
A Very Murray Christmas,14.155,338,5.3,"Comedy, Music",2015
The Burning Plain,14.155,330,6.5,"Drama, Romance, Crime",2008
Supercross,14.154,107,6.2,"Action, Adventure, Drama, Romance",2005
Star Trek II: The Wrath of Khan,14.152,1466,7.5,"Action, Adventure, Science Fiction, Thriller",1982
Fat Girl,14.15,144,6.2,Drama,2001
Rebecca,14.15,1255,7.9,"Mystery, Drama, Thriller, Romance",1940
"Turu, the Wacky Hen",14.148,85,7.3,"Family, Animation, Music, Adventure",2019
The Dinner,14.148,236,4.4,"Drama, Thriller, Mystery",2017
Blues Brothers 2000,14.147,511,5.4,"Music, Action, Comedy, Crime",1998
The Lost Bladesman,14.146,79,6.3,"History, Drama, Action, War",2011
Ted Bundy: Mind of a Monster,14.145,35,7.6,"Crime, Documentary",2019
Blindspotting,14.145,500,7.4,"Comedy, Drama",2018
Bratz: Rock Angelz,14.145,37,6.1,"Animation, Family",2005
Bullet in the Head,14.145,179,7.6,"Thriller, Crime, Drama, Action, War",1990
You're Killing Me Susana,14.144,87,6.5,"Romance, Drama, Comedy",2016
Bloodsport II,14.142,85,5.5,"Action, Thriller",1996
Paradise Beach,14.141,130,5.2,Action,2019
Paradise Alley,14.141,93,5.9,"Action, Drama",1978
Watership Down,14.141,466,7.2,"Adventure, Animation, Drama",1978
Felony,14.14,138,5.7,"Mystery, Thriller, Crime",2014
Sid and Nancy,14.139,368,6.8,"Drama, Romance",1986
Altitude,14.136,95,4.8,"Action, Thriller",2017
"You, Me and Dupree",14.136,1106,5.6,"Comedy, Romance",2006
Knight Rider,14.135,37,6.5,"Science Fiction, TV Movie",2008
Fearless Hyena 2,14.135,54,5.9,Action,1983
Everyone's Hero,14.135,220,5.9,"Adventure, Animation, Comedy, Family",2006
Mark Felt: The Man Who Brought Down the White House,14.133,406,6.1,"Drama, History, Thriller",2017
The Golden Glove,14.132,301,7,"Drama, Thriller, Crime, Horror",2019
Boomerang,14.132,441,5.6,"Comedy, Romance",1992
Hellraiser: Bloodline,14.132,363,5.3,"Horror, Science Fiction",1996
The Survivalist,14.131,10,4.6,"Thriller, Mystery, Action",2021
Paparazzi,14.131,142,5.4,"Action, Drama, Thriller",2004
Fight Back to School,14.13,68,6.6,"Action, Comedy",1991
Code Name: The Cleaner,14.128,188,5.2,"Action, Comedy, Crime",2007
A Secret Love,14.125,95,7.4,Documentary,2020
An American Pickle,14.124,290,5.8,"Comedy, Drama",2020
Airport '77,14.124,205,5.5,"Action, Adventure, Drama, Thriller",1977
Like Father,14.122,550,6.3,"Comedy, Drama",2018
The Ark,14.122,9,6.3,"Drama, TV Movie",2015
Freelancers,14.122,164,5.1,"Mystery, Drama, Action, Crime",2012
Albert Nobbs,14.122,373,6.3,Drama,2011
Who Said Detox?,14.12,0,0,"Comedy, Drama, Family",2022
The Old Ways,14.12,224,7.3,"Horror, Fantasy",2020
Horse Girl,14.12,416,5.6,Drama,2020
Vita & Virginia,14.12,133,6.9,"Drama, Romance",2019
The Undefeated,14.119,79,6.2,Western,1969
"OSS 117: Cairo, Nest of Spies",14.119,1331,7.3,"Crime, Action, Adventure, Comedy",2006
Fire Down Below,14.118,270,5.6,"Action, Thriller",1997
#AnneFrank. Parallel Stories,14.116,35,7,"Documentary, Drama, History",2019
Angels Fallen,14.115,49,5.7,"Horror, Fantasy, Science Fiction",2020
We Are Marshall,14.108,522,6.9,"Drama, History",2006
Unknown Origins,14.107,316,6.2,"Drama, Thriller",2020
Get a Job,14.107,520,5.3,Comedy,2016
A Good Year,14.107,1191,6.7,"Comedy, Drama, Romance",2006
Naked Lunch,14.107,749,7,"Crime, Drama",1991
Charlotte's Web,14.106,290,6.7,"Family, Music, Animation, Drama, Comedy",1973
See Spot Run,14.105,168,5.8,"Family, Comedy, Action, Crime",2001
Repulsion,14.105,730,7.5,"Drama, Thriller, Horror",1965
Midnight Runners,14.104,141,7.5,"Comedy, Action, Mystery",2017
Good Bye Lenin!,14.104,1893,7.6,"Comedy, Drama",2003
Double World,14.101,163,6.7,"Action, Adventure, Fantasy",2020
Cemetery Junction,14.101,192,6.5,"Drama, Comedy",2010
Jumpin' Jack Flash,14.101,259,6.1,"Romance, Comedy, Thriller",1986
Matador,14.101,159,6.6,"Drama, Thriller",1986
Yentl,14.1,161,6.5,"Music, Drama, Romance",1983
Champions,14.099,586,7.6,"Drama, Comedy",2018
The Crew,14.099,274,6.2,"Drama, Crime, Thriller",2016
Samsara,14.099,456,8.2,Documentary,2011
Quiz Show,14.099,685,7.3,"Drama, History",1994
Forces of Nature,14.099,426,5.4,"Romance, Comedy",1999
Stockholm,14.098,280,5.9,"Crime, Comedy",2019
Mutiny on the Bounty,14.098,224,7.4,"Adventure, Drama, History",1935
The Executioner,14.098,106,7.6,"Comedy, Drama",1963
Madame Bovary,14.096,354,5.7,Drama,2015
Seabiscuit,14.094,642,7,"Drama, History",2003
The Devil's Own,14.093,912,6.1,"Crime, Thriller, Drama",1997
Blind Date,14.092,353,6,"Comedy, Romance",1987
The Queen of Spain,14.09,71,5.2,"Comedy, Drama",2016
Joshua Tree,14.089,110,6,Action,1993
Cold Blood,14.088,294,5.3,"Thriller, Action",2019
Resistance,14.088,280,7,"War, History, Drama",2020
Christmas Vacation 2: Cousin Eddie's Island Adventure,14.086,67,4.2,Comedy,2003
The Perilous Internet Ring,14.085,33,6.9,"Horror, Thriller",2020
BPM (Beats per Minute),14.085,1156,7.8,Drama,2017
The Land Before Time IX: Journey to Big Water,14.084,167,6.2,"Animation, Adventure, Family",2002
Up in the Air,14.084,2954,6.8,"Drama, Romance",2009
Five Nights at Freddy's: The Fan Film,14.082,0,0,"Action, Horror, Mystery",2016
Unleashing Mr. Darcy,14.079,73,5.6,"Romance, TV Movie, Comedy",2016
Dave,14.077,564,6.6,Comedy,1993
Mean Streets,14.075,1616,7.1,"Drama, Crime",1973
Elle,14.074,1498,6.6,"Drama, Thriller",2016
Revenge of the Nerds,14.073,532,6.5,Comedy,1984
Psych: The Movie,14.071,161,7.5,"Comedy, Crime, Mystery, TV Movie",2017
Bad Lieutenant,14.071,626,7.1,"Crime, Drama",1992
Jay and Silent Bob Strike Back,14.071,1186,6.4,Comedy,2001
Joe Somebody,14.07,144,5.8,"Comedy, Romance, Family, Drama",2001
The Bridge at Remagen,14.068,104,6.6,"History, War, Action",1969
Escape from Mogadishu,14.066,40,7.2,"War, Drama, Action",2021
Patrick,14.066,187,6.7,"Family, Comedy",2018
Heart and Souls,14.065,304,7,"Fantasy, Comedy, Romance",1993
We Own the Night,14.065,1025,6.7,"Drama, Crime, Thriller",2007
Hope Gap,14.064,78,6.2,"Drama, Romance",2019
Planet of the Sharks,14.064,52,4,"Action, Horror, Science Fiction",2016
Bucky Larson: Born to Be a Star,14.064,136,4.5,Comedy,2011
Lady in the Water,14.062,1062,5.5,"Drama, Fantasy, Mystery",2006
The Beta Test,14.061,75,6.4,"Thriller, Horror, Comedy",2021
Once Upon a Forest,14.061,99,6.7,"Animation, Family, Adventure",1993
The Disaster Artist,14.06,3011,7.1,"Comedy, Drama",2017
The Legend of Hei,14.059,109,8.6,"Animation, Fantasy, Action",2019
Arthur & Merlin: Knights of Camelot,14.058,112,5.4,"Adventure, History, Action",2020
The Swordsman,14.057,144,7.7,"Action, Drama, History",2020
Love Me If You Dare,14.056,1539,7.3,"Drama, Comedy, Romance",2003
American Ninja 5,14.054,89,4.6,"Action, Thriller",1993
Oscenità,14.051,8,6.8,Drama,1980
Torn Curtain,14.051,418,6.6,"Drama, Thriller, Romance",1966
Dreambuilders,14.05,127,7.5,"Animation, Adventure, Family",2020
Rob the Mob,14.05,185,6.1,"Crime, Drama",2014
Lotoman,14.05,14,7,"Family, Comedy",2011
Arabian Nights,14.049,130,6.7,"Drama, Fantasy, Adventure, Comedy",1974
Dangerous Liaisons,14.046,872,7.3,"Drama, Romance",1988
Sailor Moon S the Movie: Hearts in Ice,14.045,75,7.5,"Animation, Fantasy, Action, Romance, Comedy",1994
The Lion in Winter,14.045,241,7.4,"Drama, History",1968
Toolbox Murders,14.045,129,5.7,"Mystery, Horror, Thriller",2004
She-Devil,14.045,295,5.9,Comedy,1989
The Company of Wolves,14.044,216,6.4,"Horror, Fantasy",1984
Thirst,14.043,598,7.1,"Drama, Horror, Thriller",2009
The Deep End of the Ocean,14.042,238,6.4,"Drama, Mystery",1999
You Don't Know Jack,14.04,300,7.1,"Drama, TV Movie",2010
Let It Shine,14.037,248,7,"Family, Music, TV Movie",2012
Five Minutes of Heaven,14.035,146,6.2,"Crime, Drama, Thriller",2009
King Solomon's Mines,14.035,300,5.5,"Action, Adventure, Comedy",1985
Life Itself,14.034,389,7.2,"Drama, Romance",2018
Cape Fear,14.032,416,7.5,"Drama, Thriller",1962
The New Adventures of Aladdin,14.031,766,4.7,"Comedy, Adventure",2015
Prime,14.031,674,5.9,"Comedy, Drama, Romance",2005
The Greatest Show on Earth,14.03,168,6.4,"Drama, Family, Romance",1952
Casshern,14.03,193,5.9,"Drama, Horror, Science Fiction",2004
"Patricia, A Hidden Passion",14.029,20,5.7,"Drama, Comedy",2020
The Far Country,14.029,104,6.9,Western,1954
The Land Before Time VIII: The Big Freeze,14.028,185,6,"Animation, Adventure, Family",2001
Saturn 3,14.028,140,5.3,"Science Fiction, Thriller",1980
Casper's Haunted Christmas,14.027,157,5.4,"Animation, Family, Fantasy",2000
Julie & Julia,14.026,1718,6.7,"Romance, Drama",2009
Red Corner,14.026,262,6.2,"Crime, Drama, Thriller",1997
Steel Rain,14.025,120,7.3,"Action, Thriller",2017
White Oleander,14.025,291,7.1,Drama,2002
The Horse Whisperer,14.024,918,6.9,"Drama, Romance",1998
Monster,14.023,43,6.5,"Drama, Crime",2021
The Brides of Dracula,14.021,147,6.9,Horror,1960
The Black Stallion,14.021,223,7.1,"Family, Adventure",1979
Far and Away,14.019,954,6.7,"Adventure, Drama, Romance, Western",1992
Julieta,14.018,710,7,"Drama, Romance",2016
Akira,14.017,30,6,"Action, Crime, Thriller",2016
The Little Mermaid,14.016,0,0,"Adventure, Family, Fantasy, Romance",2023
The Climb,14.015,718,6.8,"Comedy, Romance, Adventure",2017
Vampyr,14.015,344,7.5,"Horror, Fantasy",1932
Shimmer Lake,14.014,322,5.9,"Thriller, Crime, Drama, Mystery",2017
The Land Before Time XIII: The Wisdom of Friends,14.014,135,6.2,"Animation, Family",2007
The Producers,14.014,542,7.2,Comedy,1967
Big Jake,14.014,157,6.9,Western,1971
Home Sweet Hell,14.013,374,5.4,"Drama, Comedy",2015
Major League,14.01,585,6.9,Comedy,1989
The Train,14.009,222,7.5,"Thriller, War, Action",1964
Jacob's Ladder,14.009,1165,7.4,"Drama, Mystery, Horror",1990
The Kashmir Files,14.008,0,0,"Thriller, History",2022
Where's the Money,14.008,88,5.8,Comedy,2017
Message from the King,14.008,362,6.3,Thriller,2016
Mobile Suit Gundam: Char's Counterattack,14.008,37,6.8,"Animation, Action, Science Fiction",1988
The Informant!,14.007,688,6.1,"Drama, Comedy, Crime",2009
Roma,14.007,219,7.3,"Comedy, Drama",1972
Coffee & Kareem,14.005,303,5.6,"Comedy, Action, Crime",2020
Company of Heroes,14.005,95,5.4,"War, Drama",2013
Deathstalker II,14.004,80,5.8,"Action, Adventure, Comedy, Fantasy",1987
Return of the Living Dead: Necropolis,14.004,157,5.3,"Horror, Comedy",2005
Zola,14.002,91,6.2,"Comedy, Crime",2021
The Philadelphia Experiment,14.002,102,4.8,"Adventure, Science Fiction, Thriller, Mystery",2012
Howard the Duck,14.002,762,5.4,"Comedy, Fantasy, Science Fiction",1986
The Assassin,14.001,378,6.4,"Action, Drama, History",2015
The Ballad of Narayama,14,113,7.4,Drama,1983
Pollyanna,14,141,7.1,"Family, Adventure, Drama",1960
The Story of Star Wars,13.999,19,6.8,Documentary,2004
Terra Formars,13.998,117,5.7,"Action, Horror, Science Fiction",2016
Haikyuu!! Movie 2: Winners and Losers,13.997,16,8.2,"Animation, Comedy",2015
I Origins,13.997,2706,7.6,"Science Fiction, Drama",2014
Zapped!,13.996,90,5.2,Comedy,1982
Pooh's Heffalump Halloween Movie,13.996,59,6.8,"Animation, Family",2005
The Gendarme and the Creatures from Outer Space,13.996,480,6.1,"Comedy, Science Fiction",1979
Geronimo: An American Legend,13.992,179,6.3,"Western, History",1993
Hallam Foe,13.992,123,6.5,"Drama, Comedy, Thriller",2007
The Objective,13.99,102,5.5,"Action, Horror, Science Fiction, Thriller",2008
The Children Act,13.988,514,6.5,Drama,2018
Eye for an Eye,13.987,252,6.1,"Thriller, Crime",1996
Fresh,13.984,146,7.2,"Crime, Drama, Thriller",1994
Highlander III: The Sorcerer,13.983,353,4.7,"Fantasy, Action",1994
Outrage,13.981,310,6.9,"Action, Crime, Drama",2010
Grace,13.979,162,5,"Thriller, Horror",2014
I Love America,13.978,0,0,"Comedy, Romance",2022
Futurama: The Beast with a Billion Backs,13.977,397,7,"Animation, Comedy, Science Fiction, TV Movie",2008
Seduction,13.976,7,5.9,Drama,1973
Stick It,13.976,461,6.8,"Comedy, Drama",2006
Castaway on the Moon,13.975,499,8,"Drama, Comedy, Romance",2009
The Forbidden Legend: Sex & Chopsticks,13.974,21,5.6,"Comedy, Drama, Romance",2008
What About Bob?,13.974,637,6.8,Comedy,1991
Charade,13.974,1000,7.7,"Comedy, Mystery, Romance, Thriller",1963
Rope,13.974,2000,8,"Crime, Drama, Thriller",1948
The Right Mom,13.973,3,4.7,Drama,2021
On the Waterfront,13.973,1155,8,"Crime, Drama",1954
Brother,13.973,295,7.1,"Crime, Drama, Thriller",2000
The Man Who Killed Hitler and Then the Bigfoot,13.971,309,5.4,"Drama, Adventure, Fantasy",2019
See You Up There,13.971,1030,7.9,"Drama, Crime, War",2017
Godzilla 1985,13.968,125,6.7,"Action, Science Fiction, Thriller",1985
Shortcut to Happiness,13.967,120,5.7,"Fantasy, Drama, Comedy, Science Fiction",2003
The Spy Gone North,13.965,122,7.4,"Drama, History, Thriller",2018
Altitude,13.964,180,4.8,"Horror, Action, Thriller, Science Fiction",2010
The Drawn Together Movie: The Movie!,13.962,136,6.3,"Animation, Comedy",2010
As Tears Go By,13.961,188,7,"Drama, Crime, Romance",1988
The Debt,13.958,668,6.5,"Drama, Thriller",2010
Game of Death II,13.957,123,5.5,"Drama, Action",1981
Billie Eilish: The World's a Little Blurry,13.956,222,8.6,"Documentary, Music",2021
"Live Twice, Love Once",13.955,277,7.5,"Comedy, Drama",2019
The Smurfs and the Magic Flute,13.955,67,6.5,"Animation, Adventure, Family, Comedy, Fantasy",1976
Malicious,13.954,128,5.8,"Thriller, Horror",2018
A Close Shave,13.952,585,7.5,"Family, Animation, Comedy",1995
Copying Beethoven,13.951,131,6.4,Drama,2006
The Swap,13.95,154,6.9,"Comedy, TV Movie",2016
I'm Not There,13.948,536,6.6,"Drama, Music",2007
Like Stars on Earth,13.947,800,8,Drama,2007
Air America,13.944,440,5.8,"Action, Adventure, Comedy, Drama",1990
Looks That Kill,13.942,98,7.3,"Comedy, Romance, Drama",2021
San Andreas Mega Quake,13.942,18,5.3,"Science Fiction, Action, Thriller",2019
Flicka,13.941,236,6.9,"Family, Drama",2006
Rising Phoenix,13.937,79,8.2,Documentary,2020
Comrades: Almost a Love Story,13.937,73,7.4,"Drama, Romance",1996
The Recruit,13.936,1366,6.3,"Action, Thriller",2003
The Rider,13.934,359,7.3,"Western, Drama",2018
Dance with Me,13.933,148,6.8,"Drama, Music, Romance",1998
Norwegian Wood,13.932,146,6.4,"Drama, Romance",2010
Barbie and the Secret Door,13.931,304,7.2,"Animation, Family",2014
Chitty Chitty Bang Bang,13.931,485,6.8,"Family, Music, Adventure, Fantasy, Comedy",1968
Embrace of the Vampire,13.929,85,5,"Horror, Fantasy",1995
High Society,13.929,160,7,"Comedy, Music, Romance",1956
The Fresh Prince of Bel-Air Reunion,13.925,117,8.6,Documentary,2020
Hounds of Love,13.925,265,6.1,"Crime, Drama, Horror",2016
Mega Shark vs. Crocosaurus,13.924,135,3.9,"Action, Horror, Science Fiction",2010
Hulk: Where Monsters Dwell,13.923,58,7,"Action, Animation, Fantasy, Science Fiction",2016
BloodRayne,13.921,389,4.2,"Action, Adventure, Fantasy, Horror",2005
Teen Spirit,13.921,258,6,"Drama, Fantasy, Comedy, TV Movie",2011
K-911,13.921,181,5.5,"Action, Comedy, Crime",1999
Transit,13.92,169,5.7,"Action, Thriller, Crime",2012
Untitled Digimon 02 Reboot Movie,13.917,1,2,"Adventure, Animation, Fantasy",2022
"The Looney, Looney, Looney Bugs Bunny Movie",13.917,107,7.1,"Animation, Comedy, Family",1981
Mishima: A Life in Four Chapters,13.917,179,7.8,Drama,1985
Silhouette,13.916,9,5.3,"Horror, Drama, Thriller",2019
The Lavender Hill Mob,13.913,168,7.2,"Comedy, Crime",1951
Ask Me Anything,13.911,358,5.6,Drama,2014
Guns of the Magnificent Seven,13.911,51,5,Western,1969
Tales from the Crypt: Demon Knight,13.911,350,6.8,"Horror, Comedy, Thriller",1995
Battle of Jangsari,13.91,53,6.8,"Drama, History, War",2019
After She Wakes,13.909,12,5.1,"Horror, Thriller",2019
The Real McCoy,13.907,176,5.7,"Action, Crime, Drama, Thriller",1993
Wild Target,13.905,540,6.4,"Action, Comedy",2010
Wishmaster 3: Beyond the Gates of Hell,13.902,117,4.5,"Thriller, Horror",2001
Crip Camp: A Disability Revolution,13.9,105,7.2,Documentary,2020
Cirque du Soleil: Worlds Away,13.899,139,7,"Fantasy, Family, Music, Drama",2012
The Little Mermaid II: Return to the Sea,13.897,1399,6.4,"Animation, Adventure, Family, Comedy",2000
The Tower,13.896,206,7,"Action, Drama",2012
The Lift,13.892,46,6,"Science Fiction, Romance, Comedy",2021
Barbie: Dolphin Magic,13.892,178,6.9,"Animation, Adventure, Family, Fantasy",2017
The Tuche Family,13.892,1093,6,Comedy,2011
Godzilla vs. SpaceGodzilla,13.892,137,6.6,"Action, Adventure, Science Fiction",1994
Yu☆Gi☆Oh!,13.891,50,7,"Adventure, Animation, Fantasy",1999
Miss Fisher and the Crypt of Tears,13.89,69,5.8,"Drama, Adventure, Mystery",2020
Grease Live,13.89,266,7.1,"TV Movie, Music",2016
Empire of Dreams: The Story of the Star Wars Trilogy,13.889,138,7.7,Documentary,2004
American Wrestler: The Wizard,13.888,52,7.5,Drama,2017
The Way Home,13.888,113,7.8,"Drama, Family",2002
To Steal from a Thief,13.886,315,6.2,"Crime, Thriller",2016
Super Troopers,13.884,823,6.6,"Comedy, Crime, Mystery",2001
Swing Kids,13.884,177,6.7,"Music, Drama",1993
Partly Cloudy,13.883,831,7.9,"Animation, Family, Comedy",2009
Dead in Tombstone,13.882,142,5,"Western, Action, Fantasy, Horror, Drama",2013
The Pit and the Pendulum,13.882,228,6.9,"Horror, Mystery, Thriller",1961
Curious George: A Very Monkey Christmas,13.88,67,6.9,"Animation, Family, TV Movie",2009
Catch and Release,13.879,452,5.9,"Comedy, Drama, Romance",2006
The Defiant Ones,13.879,161,7.1,"Crime, Drama",1958
The Connection,13.878,585,7.1,"Action, Crime, Thriller",2014
Sleepaway Camp,13.877,454,6.3,Horror,1983
Hud,13.875,204,7.3,"Western, Drama",1963
The Courageous Heart of Irena Sendler,13.874,79,7.1,"Drama, War",2009
Guilty as Sin,13.873,82,5.8,"Drama, Thriller, Mystery",1993
The Color of Money,13.87,982,6.8,Drama,1986
La Vie en Rose,13.869,1298,7.5,"Music, Drama",2007
D-Tox,13.868,502,5.6,Thriller,2002
Dead End,13.867,373,6.4,"Mystery, Horror, Thriller",2003
This Is Our Time,13.866,7,5.9,Drama,2013
Avengers Grimm: Time Wars,13.865,43,4.9,"Action, Adventure, Fantasy",2018
Devil's Bride,13.865,50,5.9,"Drama, History",2016
Santa Claus Is Comin' to Town,13.863,160,7.1,"TV Movie, Animation, Family, Fantasy",1970
The Bachelor,13.863,252,5.2,"Comedy, Romance",1999
Rose Island,13.861,973,7.1,"Comedy, Adventure",2020
The Rape,13.861,2,5,Drama,1982
A Hologram for the King,13.86,928,5.8,"Comedy, Drama",2016
The Searchers,13.856,1005,7.8,Western,1956
Blood Brothers: Malcolm X and Muhammad Ali,13.852,19,7.6,"Documentary, History",2021
The Breadwinner,13.851,600,7.9,"War, Drama, Animation",2017
The Gospel According to Matthew,13.851,231,7.4,"History, Drama",1965
City Slickers II: The Legend of Curly's Gold,13.851,238,5.2,"Action, Comedy, Drama, Western",1994
The Captain,13.849,302,7.1,"War, Drama, History",2017
Blown Away,13.849,387,6.1,"Thriller, Action, Crime, Drama",1994
The Resistance Banker,13.848,177,6.7,"War, Drama",2018
Haikyuu!! Movie 3: Genius and Sense,13.848,13,7.8,"Animation, Comedy, Drama",2017
Second in Command,13.848,122,5.8,Action,2006
Beanpole,13.846,239,7.2,Drama,2019
Zombie Massacre 2: Reich of the Dead,13.846,16,4.6,"Horror, War",2015
Les Misérables,13.846,469,7.2,"Crime, Drama, History, Romance",1998
